filename,title,exposure_layer1,exposure_layer2,exposure_layer3,outcome_layer1,outcome_layer2,outcome_layer3,study_design,status
"2019 - impacts of air pollution, temperature, and relative humidity on leukocyte distribution an epigenetic perspective.pdf","Impacts of air pollution, temperature, and relative humidity on leukocyte distribution: An epigenetic perspective",chemical,air pollution,short-term sulfur dioxide,biomarker,immune function,natural killer cells,longitudinal cohort study,success
"2019 - impacts of air pollution, temperature, and relative humidity on leukocyte distribution an epigenetic perspective.pdf","Impacts of air pollution, temperature, and relative humidity on leukocyte distribution: An epigenetic perspective",chemical,air pollution,short-term sulfur dioxide,biomarker,immune function,B cells,longitudinal cohort study,success
"2019 - impacts of air pollution, temperature, and relative humidity on leukocyte distribution an epigenetic perspective.pdf","Impacts of air pollution, temperature, and relative humidity on leukocyte distribution: An epigenetic perspective",chemical,air pollution,short-term sulfur dioxide,biomarker,immune function,monocytes,longitudinal cohort study,success
"2019 - impacts of air pollution, temperature, and relative humidity on leukocyte distribution an epigenetic perspective.pdf","Impacts of air pollution, temperature, and relative humidity on leukocyte distribution: An epigenetic perspective",chemical,air pollution,short-term sulfur dioxide,biomarker,immune function,granulocytes,longitudinal cohort study,success
"2019 - impacts of air pollution, temperature, and relative humidity on leukocyte distribution an epigenetic perspective.pdf","Impacts of air pollution, temperature, and relative humidity on leukocyte distribution: An epigenetic perspective",physical,temperature,short-term temperature,biomarker,immune function,leukocyte distribution,longitudinal cohort study,success
"2019 - impacts of air pollution, temperature, and relative humidity on leukocyte distribution an epigenetic perspective.pdf","Impacts of air pollution, temperature, and relative humidity on leukocyte distribution: An epigenetic perspective",physical,temperature,short-term temperature,biomarker,immune function,plasma cells,longitudinal cohort study,success
"2019 - impacts of air pollution, temperature, and relative humidity on leukocyte distribution an epigenetic perspective.pdf","Impacts of air pollution, temperature, and relative humidity on leukocyte distribution: An epigenetic perspective",physical,temperature,short-term temperature,biomarker,immune function,naïve CD8+ T cells,longitudinal cohort study,success
"2019 - impacts of air pollution, temperature, and relative humidity on leukocyte distribution an epigenetic perspective.pdf","Impacts of air pollution, temperature, and relative humidity on leukocyte distribution: An epigenetic perspective",physical,temperature,short-term temperature,biomarker,immune function,naïve CD4+ T cells,longitudinal cohort study,success
"2019 - impacts of air pollution, temperature, and relative humidity on leukocyte distribution an epigenetic perspective.pdf","Impacts of air pollution, temperature, and relative humidity on leukocyte distribution: An epigenetic perspective",physical,temperature,short-term temperature,biomarker,immune function,CD8+ T cells,longitudinal cohort study,success
"2019 - impacts of air pollution, temperature, and relative humidity on leukocyte distribution an epigenetic perspective.pdf","Impacts of air pollution, temperature, and relative humidity on leukocyte distribution: An epigenetic perspective",physical,temperature,short-term temperature,biomarker,immune function,natural killer cells,longitudinal cohort study,success
"2019 - impacts of air pollution, temperature, and relative humidity on leukocyte distribution an epigenetic perspective.pdf","Impacts of air pollution, temperature, and relative humidity on leukocyte distribution: An epigenetic perspective",physical,temperature,short-term temperature,biomarker,immune function,B cells,longitudinal cohort study,success
"2019 - impacts of air pollution, temperature, and relative humidity on leukocyte distribution an epigenetic perspective.pdf","Impacts of air pollution, temperature, and relative humidity on leukocyte distribution: An epigenetic perspective",physical,temperature,short-term temperature,biomarker,immune function,monocytes,longitudinal cohort study,success
"2019 - impacts of air pollution, temperature, and relative humidity on leukocyte distribution an epigenetic perspective.pdf","Impacts of air pollution, temperature, and relative humidity on leukocyte distribution: An epigenetic perspective",physical,temperature,short-term temperature,biomarker,immune function,granulocytes,longitudinal cohort study,success
"2019 - impacts of air pollution, temperature, and relative humidity on leukocyte distribution an epigenetic perspective.pdf","Impacts of air pollution, temperature, and relative humidity on leukocyte distribution: An epigenetic perspective",physical,humidity,short-term relative humidity,biomarker,immune function,leukocyte distribution,longitudinal cohort study,success
"2019 - impacts of air pollution, temperature, and relative humidity on leukocyte distribution an epigenetic perspective.pdf","Impacts of air pollution, temperature, and relative humidity on leukocyte distribution: An epigenetic perspective",physical,humidity,short-term relative humidity,biomarker,immune function,plasma cells,longitudinal cohort study,success
"2019 - impacts of air pollution, temperature, and relative humidity on leukocyte distribution an epigenetic perspective.pdf","Impacts of air pollution, temperature, and relative humidity on leukocyte distribution: An epigenetic perspective",physical,humidity,short-term relative humidity,biomarker,immune function,naïve CD8+ T cells,longitudinal cohort study,success
"2019 - impacts of air pollution, temperature, and relative humidity on leukocyte distribution an epigenetic perspective.pdf","Impacts of air pollution, temperature, and relative humidity on leukocyte distribution: An epigenetic perspective",physical,humidity,short-term relative humidity,biomarker,immune function,naïve CD4+ T cells,longitudinal cohort study,success
"2019 - impacts of air pollution, temperature, and relative humidity on leukocyte distribution an epigenetic perspective.pdf","Impacts of air pollution, temperature, and relative humidity on leukocyte distribution: An epigenetic perspective",physical,humidity,short-term relative humidity,biomarker,immune function,CD8+ T cells,longitudinal cohort study,success
"2019 - impacts of air pollution, temperature, and relative humidity on leukocyte distribution an epigenetic perspective.pdf","Impacts of air pollution, temperature, and relative humidity on leukocyte distribution: An epigenetic perspective",physical,humidity,short-term relative humidity,biomarker,immune function,natural killer cells,longitudinal cohort study,success
"2019 - impacts of air pollution, temperature, and relative humidity on leukocyte distribution an epigenetic perspective.pdf","Impacts of air pollution, temperature, and relative humidity on leukocyte distribution: An epigenetic perspective",physical,humidity,short-term relative humidity,biomarker,immune function,B cells,longitudinal cohort study,success
"2019 - impacts of air pollution, temperature, and relative humidity on leukocyte distribution an epigenetic perspective.pdf","Impacts of air pollution, temperature, and relative humidity on leukocyte distribution: An epigenetic perspective",physical,humidity,short-term relative humidity,biomarker,immune function,monocytes,longitudinal cohort study,success
"2019 - impacts of air pollution, temperature, and relative humidity on leukocyte distribution an epigenetic perspective.pdf","Impacts of air pollution, temperature, and relative humidity on leukocyte distribution: An epigenetic perspective",physical,humidity,short-term relative humidity,biomarker,immune function,granulocytes,longitudinal cohort study,success
2022 - associations between solar and geomagnetic activity and peripheral white blood cells in the Normative Aging Study.pdf,Associations between solar and geomagnetic activity and peripheral white blood cells in the Normative Aging Study,physical,geomagnetic activity,Kp Index,biomarker,immune response,total white blood cell (WBC) count,longitudinal cohort study,success
2022 - associations between solar and geomagnetic activity and peripheral white blood cells in the Normative Aging Study.pdf,Associations between solar and geomagnetic activity and peripheral white blood cells in the Normative Aging Study,physical,geomagnetic activity,Kp Index,biomarker,immune response,neutrophil count,longitudinal cohort study,success
2022 - associations between solar and geomagnetic activity and peripheral white blood cells in the Normative Aging Study.pdf,Associations between solar and geomagnetic activity and peripheral white blood cells in the Normative Aging Study,physical,geomagnetic activity,Kp Index,biomarker,immune response,basophil count,longitudinal cohort study,success
2022 - associations between solar and geomagnetic activity and peripheral white blood cells in the Normative Aging Study.pdf,Associations between solar and geomagnetic activity and peripheral white blood cells in the Normative Aging Study,physical,solar activity,interplanetary magnetic field (IMF),biomarker,immune response,total white blood cell (WBC) count,longitudinal cohort study,success
2022 - associations between solar and geomagnetic activity and peripheral white blood cells in the Normative Aging Study.pdf,Associations between solar and geomagnetic activity and peripheral white blood cells in the Normative Aging Study,physical,solar activity,interplanetary magnetic field (IMF),biomarker,immune response,neutrophil count,longitudinal cohort study,success
2022 - associations between solar and geomagnetic activity and peripheral white blood cells in the Normative Aging Study.pdf,Associations between solar and geomagnetic activity and peripheral white blood cells in the Normative Aging Study,physical,solar activity,interplanetary magnetic field (IMF),biomarker,immune response,basophil count,longitudinal cohort study,success
2022 - associations between solar and geomagnetic activity and peripheral white blood cells in the Normative Aging Study.pdf,Associations between solar and geomagnetic activity and peripheral white blood cells in the Normative Aging Study,physical,solar activity,sunspot number (SSN),biomarker,immune response,total white blood cell (WBC) count,longitudinal cohort study,success
2022 - associations between solar and geomagnetic activity and peripheral white blood cells in the Normative Aging Study.pdf,Associations between solar and geomagnetic activity and peripheral white blood cells in the Normative Aging Study,physical,solar activity,sunspot number (SSN),biomarker,immune response,neutrophil count,longitudinal cohort study,success
2022 - associations between solar and geomagnetic activity and peripheral white blood cells in the Normative Aging Study.pdf,Associations between solar and geomagnetic activity and peripheral white blood cells in the Normative Aging Study,physical,solar activity,sunspot number (SSN),biomarker,immune response,basophil count,longitudinal cohort study,success
2014 - associations between short-term changes in air pollution and correlates of arterial stiffness the veterans affairs Norma.pdf,"Associations Between Short-term Changes in Air Pollution and Correlates of Arterial Stiffness: The Veterans Affairs Normative Aging Study, 2007–2011",chemical,air pollution,short-term PM2.5 mass,biomarker,vascular function,augmentation index,longitudinal analysis,success
2014 - associations between short-term changes in air pollution and correlates of arterial stiffness the veterans affairs Norma.pdf,"Associations Between Short-term Changes in Air Pollution and Correlates of Arterial Stiffness: The Veterans Affairs Normative Aging Study, 2007–2011",chemical,air pollution,short-term PM2.5 mass,biomarker,vascular function,augmentation pressure,longitudinal analysis,success
2014 - associations between short-term changes in air pollution and correlates of arterial stiffness the veterans affairs Norma.pdf,"Associations Between Short-term Changes in Air Pollution and Correlates of Arterial Stiffness: The Veterans Affairs Normative Aging Study, 2007–2011",chemical,air pollution,short-term sulfate,biomarker,vascular function,augmentation index,longitudinal analysis,success
2014 - associations between short-term changes in air pollution and correlates of arterial stiffness the veterans affairs Norma.pdf,"Associations Between Short-term Changes in Air Pollution and Correlates of Arterial Stiffness: The Veterans Affairs Normative Aging Study, 2007–2011",chemical,air pollution,short-term sulfate,biomarker,vascular function,augmentation pressure,longitudinal analysis,success
2014 - associations between short-term changes in air pollution and correlates of arterial stiffness the veterans affairs Norma.pdf,"Associations Between Short-term Changes in Air Pollution and Correlates of Arterial Stiffness: The Veterans Affairs Normative Aging Study, 2007–2011",chemical,air pollution,short-term particle number counts,biomarker,vascular function,augmentation index,longitudinal analysis,success
2014 - associations between short-term changes in air pollution and correlates of arterial stiffness the veterans affairs Norma.pdf,"Associations Between Short-term Changes in Air Pollution and Correlates of Arterial Stiffness: The Veterans Affairs Normative Aging Study, 2007–2011",chemical,air pollution,short-term particle number counts,biomarker,vascular function,augmentation pressure,longitudinal analysis,success
2014 - associations between short-term changes in air pollution and correlates of arterial stiffness the veterans affairs Norma.pdf,"Associations Between Short-term Changes in Air Pollution and Correlates of Arterial Stiffness: The Veterans Affairs Normative Aging Study, 2007–2011",chemical,air pollution,short-term black carbon,biomarker,vascular function,augmentation index,longitudinal analysis,success
2014 - associations between short-term changes in air pollution and correlates of arterial stiffness the veterans affairs Norma.pdf,"Associations Between Short-term Changes in Air Pollution and Correlates of Arterial Stiffness: The Veterans Affairs Normative Aging Study, 2007–2011",chemical,air pollution,short-term black carbon,biomarker,vascular function,augmentation pressure,longitudinal analysis,success
2014 - associations between short-term changes in air pollution and correlates of arterial stiffness the veterans affairs Norma.pdf,"Associations Between Short-term Changes in Air Pollution and Correlates of Arterial Stiffness: The Veterans Affairs Normative Aging Study, 2007–2011",chemical,air pollution,short-term nitrogen dioxide,biomarker,vascular function,augmentation index,longitudinal analysis,success
2014 - associations between short-term changes in air pollution and correlates of arterial stiffness the veterans affairs Norma.pdf,"Associations Between Short-term Changes in Air Pollution and Correlates of Arterial Stiffness: The Veterans Affairs Normative Aging Study, 2007–2011",chemical,air pollution,short-term nitrogen dioxide,biomarker,vascular function,augmentation pressure,longitudinal analysis,success
2014 - associations between short-term changes in air pollution and correlates of arterial stiffness the veterans affairs Norma.pdf,"Associations Between Short-term Changes in Air Pollution and Correlates of Arterial Stiffness: The Veterans Affairs Normative Aging Study, 2007–2011",chemical,air pollution,short-term ozone,biomarker,vascular function,augmentation index,longitudinal analysis,success
2014 - associations between short-term changes in air pollution and correlates of arterial stiffness the veterans affairs Norma.pdf,"Associations Between Short-term Changes in Air Pollution and Correlates of Arterial Stiffness: The Veterans Affairs Normative Aging Study, 2007–2011",chemical,air pollution,short-term ozone,biomarker,vascular function,augmentation pressure,longitudinal analysis,success
"2011 - ambient pollutants, polymorphisms associated with microrna processing and adhesion molecules the Normative Aging Study.pdf","Ambient pollutants, polymorphisms associated with microRNA processing and adhesion molecules: the Normative Aging Study",chemical,air pollution,seven day moving average of PM2.5,biomarker,inflammation,soluble intercellular adhesion molecule-1 (sICAM-1),longitudinal cohort study,success
"2011 - ambient pollutants, polymorphisms associated with microrna processing and adhesion molecules the Normative Aging Study.pdf","Ambient pollutants, polymorphisms associated with microRNA processing and adhesion molecules: the Normative Aging Study",chemical,air pollution,seven day moving average of PM2.5,biomarker,inflammation,vascular cell adhesion molecule-1 (sVCAM-1),longitudinal cohort study,success
"2011 - ambient pollutants, polymorphisms associated with microrna processing and adhesion molecules the Normative Aging Study.pdf","Ambient pollutants, polymorphisms associated with microRNA processing and adhesion molecules: the Normative Aging Study",chemical,air pollution,seven day moving average of sulfates (SO4 2-),biomarker,inflammation,soluble intercellular adhesion molecule-1 (sICAM-1),longitudinal cohort study,success
"2011 - ambient pollutants, polymorphisms associated with microrna processing and adhesion molecules the Normative Aging Study.pdf","Ambient pollutants, polymorphisms associated with microRNA processing and adhesion molecules: the Normative Aging Study",chemical,air pollution,seven day moving average of sulfates (SO4 2-),biomarker,inflammation,vascular cell adhesion molecule-1 (sVCAM-1),longitudinal cohort study,success
"2011 - ambient pollutants, polymorphisms associated with microrna processing and adhesion molecules the Normative Aging Study.pdf","Ambient pollutants, polymorphisms associated with microRNA processing and adhesion molecules: the Normative Aging Study",chemical,air pollution,black carbon,biomarker,inflammation,soluble intercellular adhesion molecule-1 (sICAM-1),longitudinal cohort study,success
"2011 - ambient pollutants, polymorphisms associated with microrna processing and adhesion molecules the Normative Aging Study.pdf","Ambient pollutants, polymorphisms associated with microRNA processing and adhesion molecules: the Normative Aging Study",chemical,air pollution,black carbon,biomarker,inflammation,vascular cell adhesion molecule-1 (sVCAM-1),longitudinal cohort study,success
2018 - accelerated DNA methylation age and the use of antihypertensive medication among older adults.pdf,Accelerated DNA methylation age and the use of antihypertensive medication among older adults,behavior,medication use,antihypertensive medication use,biomarker,epigenetic age,DNA methylation age acceleration (AA),longitudinal cohort study,success
2018 - accelerated DNA methylation age and the use of antihypertensive medication among older adults.pdf,Accelerated DNA methylation age and the use of antihypertensive medication among older adults,behavior,medication use,antihypertensive medication use,biomarker,epigenetic age,change rate of age acceleration (ΔAA),longitudinal cohort study,success
2018 - accelerated DNA methylation age and the use of antihypertensive medication among older adults.pdf,Accelerated DNA methylation age and the use of antihypertensive medication among older adults,disease,cardiovascular disease,hypertension,biomarker,epigenetic age,DNA methylation age acceleration (AA),longitudinal cohort study,success
2018 - accelerated DNA methylation age and the use of antihypertensive medication among older adults.pdf,Accelerated DNA methylation age and the use of antihypertensive medication among older adults,disease,cardiovascular disease,hypertension,biomarker,epigenetic age,change rate of age acceleration (ΔAA),longitudinal cohort study,success
"2014 - air pollution and gene-specific methylation in the Normative Aging Study association, effect modification, and.pdf",Air pollution and gene-specific methylation in the Normative Aging Study,chemical,air pollution,ozone,biomarker,DNA methylation,F3 methylation,longitudinal cohort study,success
"2014 - air pollution and gene-specific methylation in the Normative Aging Study association, effect modification, and.pdf",Air pollution and gene-specific methylation in the Normative Aging Study,chemical,air pollution,ozone,biomarker,DNA methylation,ICAM-1 methylation,longitudinal cohort study,success
"2014 - air pollution and gene-specific methylation in the Normative Aging Study association, effect modification, and.pdf",Air pollution and gene-specific methylation in the Normative Aging Study,chemical,air pollution,ozone,biomarker,DNA methylation,TLR-2 methylation,longitudinal cohort study,success
"2014 - air pollution and gene-specific methylation in the Normative Aging Study association, effect modification, and.pdf",Air pollution and gene-specific methylation in the Normative Aging Study,chemical,air pollution,ozone,biomarker,DNA methylation,IFN-γ methylation,longitudinal cohort study,success
"2014 - air pollution and gene-specific methylation in the Normative Aging Study association, effect modification, and.pdf",Air pollution and gene-specific methylation in the Normative Aging Study,chemical,air pollution,ozone,biomarker,DNA methylation,IL-6 methylation,longitudinal cohort study,success
"2014 - air pollution and gene-specific methylation in the Normative Aging Study association, effect modification, and.pdf",Air pollution and gene-specific methylation in the Normative Aging Study,chemical,air pollution,black carbon,biomarker,DNA methylation,F3 methylation,longitudinal cohort study,success
"2014 - air pollution and gene-specific methylation in the Normative Aging Study association, effect modification, and.pdf",Air pollution and gene-specific methylation in the Normative Aging Study,chemical,air pollution,black carbon,biomarker,DNA methylation,ICAM-1 methylation,longitudinal cohort study,success
"2014 - air pollution and gene-specific methylation in the Normative Aging Study association, effect modification, and.pdf",Air pollution and gene-specific methylation in the Normative Aging Study,chemical,air pollution,black carbon,biomarker,DNA methylation,TLR-2 methylation,longitudinal cohort study,success
"2014 - air pollution and gene-specific methylation in the Normative Aging Study association, effect modification, and.pdf",Air pollution and gene-specific methylation in the Normative Aging Study,chemical,air pollution,black carbon,biomarker,DNA methylation,IFN-γ methylation,longitudinal cohort study,success
"2014 - air pollution and gene-specific methylation in the Normative Aging Study association, effect modification, and.pdf",Air pollution and gene-specific methylation in the Normative Aging Study,chemical,air pollution,black carbon,biomarker,DNA methylation,IL-6 methylation,longitudinal cohort study,success
"2014 - air pollution and gene-specific methylation in the Normative Aging Study association, effect modification, and.pdf",Air pollution and gene-specific methylation in the Normative Aging Study,chemical,air pollution,sulfate,biomarker,DNA methylation,F3 methylation,longitudinal cohort study,success
"2014 - air pollution and gene-specific methylation in the Normative Aging Study association, effect modification, and.pdf",Air pollution and gene-specific methylation in the Normative Aging Study,chemical,air pollution,sulfate,biomarker,DNA methylation,ICAM-1 methylation,longitudinal cohort study,success
"2014 - air pollution and gene-specific methylation in the Normative Aging Study association, effect modification, and.pdf",Air pollution and gene-specific methylation in the Normative Aging Study,chemical,air pollution,sulfate,biomarker,DNA methylation,TLR-2 methylation,longitudinal cohort study,success
"2014 - air pollution and gene-specific methylation in the Normative Aging Study association, effect modification, and.pdf",Air pollution and gene-specific methylation in the Normative Aging Study,chemical,air pollution,sulfate,biomarker,DNA methylation,IFN-γ methylation,longitudinal cohort study,success
"2014 - air pollution and gene-specific methylation in the Normative Aging Study association, effect modification, and.pdf",Air pollution and gene-specific methylation in the Normative Aging Study,chemical,air pollution,sulfate,biomarker,DNA methylation,IL-6 methylation,longitudinal cohort study,success
"2014 - air pollution and gene-specific methylation in the Normative Aging Study association, effect modification, and.pdf",Air pollution and gene-specific methylation in the Normative Aging Study,chemical,air pollution,particle number,biomarker,DNA methylation,F3 methylation,longitudinal cohort study,success
"2014 - air pollution and gene-specific methylation in the Normative Aging Study association, effect modification, and.pdf",Air pollution and gene-specific methylation in the Normative Aging Study,chemical,air pollution,particle number,biomarker,DNA methylation,ICAM-1 methylation,longitudinal cohort study,success
"2014 - air pollution and gene-specific methylation in the Normative Aging Study association, effect modification, and.pdf",Air pollution and gene-specific methylation in the Normative Aging Study,chemical,air pollution,particle number,biomarker,DNA methylation,TLR-2 methylation,longitudinal cohort study,success
"2014 - air pollution and gene-specific methylation in the Normative Aging Study association, effect modification, and.pdf",Air pollution and gene-specific methylation in the Normative Aging Study,chemical,air pollution,particle number,biomarker,DNA methylation,IFN-γ methylation,longitudinal cohort study,success
"2014 - air pollution and gene-specific methylation in the Normative Aging Study association, effect modification, and.pdf",Air pollution and gene-specific methylation in the Normative Aging Study,chemical,air pollution,particle number,biomarker,DNA methylation,IL-6 methylation,longitudinal cohort study,success
"2017 - ambient fine particulate matter, outdoor temperature, and risk of metabolic syndrome.pdf","Ambient Fine Particulate Matter, Outdoor Temperature, and Risk of Metabolic Syndrome",chemical,air pollution,long-term PM2.5,disease,metabolic syndrome,metabolic syndrome,prospective cohort study,success
"2017 - ambient fine particulate matter, outdoor temperature, and risk of metabolic syndrome.pdf","Ambient Fine Particulate Matter, Outdoor Temperature, and Risk of Metabolic Syndrome",chemical,air pollution,long-term PM2.5,biomarker,blood glucose,elevated fasting blood glucose,prospective cohort study,success
"2017 - ambient fine particulate matter, outdoor temperature, and risk of metabolic syndrome.pdf","Ambient Fine Particulate Matter, Outdoor Temperature, and Risk of Metabolic Syndrome",chemical,air pollution,long-term PM2.5,biomarker,lipid levels,hypertriglyceridemia,prospective cohort study,success
"2017 - ambient fine particulate matter, outdoor temperature, and risk of metabolic syndrome.pdf","Ambient Fine Particulate Matter, Outdoor Temperature, and Risk of Metabolic Syndrome",chemical,air pollution,long-term PM2.5,biomarker,lipid levels,low high-density lipoprotein cholesterol,prospective cohort study,success
"2017 - ambient fine particulate matter, outdoor temperature, and risk of metabolic syndrome.pdf","Ambient Fine Particulate Matter, Outdoor Temperature, and Risk of Metabolic Syndrome",chemical,air pollution,long-term PM2.5,biomarker,blood pressure,hypertension,prospective cohort study,success
"2017 - ambient fine particulate matter, outdoor temperature, and risk of metabolic syndrome.pdf","Ambient Fine Particulate Matter, Outdoor Temperature, and Risk of Metabolic Syndrome",chemical,air pollution,long-term PM2.5,biomarker,obesity,abdominal obesity,prospective cohort study,success
"2017 - ambient fine particulate matter, outdoor temperature, and risk of metabolic syndrome.pdf","Ambient Fine Particulate Matter, Outdoor Temperature, and Risk of Metabolic Syndrome",physical,temperature,long-term outdoor temperature,disease,metabolic syndrome,metabolic syndrome,prospective cohort study,success
"2017 - ambient fine particulate matter, outdoor temperature, and risk of metabolic syndrome.pdf","Ambient Fine Particulate Matter, Outdoor Temperature, and Risk of Metabolic Syndrome",physical,temperature,long-term outdoor temperature,biomarker,blood glucose,elevated fasting blood glucose,prospective cohort study,success
"2017 - ambient fine particulate matter, outdoor temperature, and risk of metabolic syndrome.pdf","Ambient Fine Particulate Matter, Outdoor Temperature, and Risk of Metabolic Syndrome",physical,temperature,long-term outdoor temperature,biomarker,lipid levels,hypertriglyceridemia,prospective cohort study,success
"2017 - ambient fine particulate matter, outdoor temperature, and risk of metabolic syndrome.pdf","Ambient Fine Particulate Matter, Outdoor Temperature, and Risk of Metabolic Syndrome",physical,temperature,long-term outdoor temperature,biomarker,lipid levels,low high-density lipoprotein cholesterol,prospective cohort study,success
"2017 - ambient fine particulate matter, outdoor temperature, and risk of metabolic syndrome.pdf","Ambient Fine Particulate Matter, Outdoor Temperature, and Risk of Metabolic Syndrome",physical,temperature,long-term outdoor temperature,biomarker,blood pressure,hypertension,prospective cohort study,success
"2017 - ambient fine particulate matter, outdoor temperature, and risk of metabolic syndrome.pdf","Ambient Fine Particulate Matter, Outdoor Temperature, and Risk of Metabolic Syndrome",physical,temperature,long-term outdoor temperature,biomarker,obesity,abdominal obesity,prospective cohort study,success
2011 - prospective cohort study of lead exposure and electrocardiographic conduction disturbances in the department of.pdf,Prospective Cohort Study of Lead Exposure and Electrocardiographic Conduction Disturbances in the Department of Veterans Affairs Normative Aging Study,chemical,biomarker,blood lead,disease,cardiac conduction,QTc interval,prospective cohort study,success
2011 - prospective cohort study of lead exposure and electrocardiographic conduction disturbances in the department of.pdf,Prospective Cohort Study of Lead Exposure and Electrocardiographic Conduction Disturbances in the Department of Veterans Affairs Normative Aging Study,chemical,biomarker,blood lead,disease,cardiac conduction,QRSc duration,prospective cohort study,success
2011 - prospective cohort study of lead exposure and electrocardiographic conduction disturbances in the department of.pdf,Prospective Cohort Study of Lead Exposure and Electrocardiographic Conduction Disturbances in the Department of Veterans Affairs Normative Aging Study,chemical,biomarker,blood lead,disease,cardiac conduction,JTc interval,prospective cohort study,success
2011 - prospective cohort study of lead exposure and electrocardiographic conduction disturbances in the department of.pdf,Prospective Cohort Study of Lead Exposure and Electrocardiographic Conduction Disturbances in the Department of Veterans Affairs Normative Aging Study,chemical,biomarker,blood lead,disease,cardiac conduction,QT prolongation,prospective cohort study,success
2011 - prospective cohort study of lead exposure and electrocardiographic conduction disturbances in the department of.pdf,Prospective Cohort Study of Lead Exposure and Electrocardiographic Conduction Disturbances in the Department of Veterans Affairs Normative Aging Study,chemical,biomarker,blood lead,disease,cardiac conduction,JT prolongation,prospective cohort study,success
2011 - prospective cohort study of lead exposure and electrocardiographic conduction disturbances in the department of.pdf,Prospective Cohort Study of Lead Exposure and Electrocardiographic Conduction Disturbances in the Department of Veterans Affairs Normative Aging Study,chemical,biomarker,blood lead,disease,cardiac conduction,intraventricular conduction defect (IVCD),prospective cohort study,success
2011 - prospective cohort study of lead exposure and electrocardiographic conduction disturbances in the department of.pdf,Prospective Cohort Study of Lead Exposure and Electrocardiographic Conduction Disturbances in the Department of Veterans Affairs Normative Aging Study,chemical,biomarker,blood lead,disease,cardiac conduction,atrioventricular conduction defect (AVCD),prospective cohort study,success
2011 - prospective cohort study of lead exposure and electrocardiographic conduction disturbances in the department of.pdf,Prospective Cohort Study of Lead Exposure and Electrocardiographic Conduction Disturbances in the Department of Veterans Affairs Normative Aging Study,chemical,biomarker,blood lead,disease,cardiac conduction,arrhythmia,prospective cohort study,success
2011 - prospective cohort study of lead exposure and electrocardiographic conduction disturbances in the department of.pdf,Prospective Cohort Study of Lead Exposure and Electrocardiographic Conduction Disturbances in the Department of Veterans Affairs Normative Aging Study,chemical,biomarker,tibia bone lead,disease,cardiac conduction,QTc interval,prospective cohort study,success
2011 - prospective cohort study of lead exposure and electrocardiographic conduction disturbances in the department of.pdf,Prospective Cohort Study of Lead Exposure and Electrocardiographic Conduction Disturbances in the Department of Veterans Affairs Normative Aging Study,chemical,biomarker,tibia bone lead,disease,cardiac conduction,QRSc duration,prospective cohort study,success
2011 - prospective cohort study of lead exposure and electrocardiographic conduction disturbances in the department of.pdf,Prospective Cohort Study of Lead Exposure and Electrocardiographic Conduction Disturbances in the Department of Veterans Affairs Normative Aging Study,chemical,biomarker,tibia bone lead,disease,cardiac conduction,JTc interval,prospective cohort study,success
2011 - prospective cohort study of lead exposure and electrocardiographic conduction disturbances in the department of.pdf,Prospective Cohort Study of Lead Exposure and Electrocardiographic Conduction Disturbances in the Department of Veterans Affairs Normative Aging Study,chemical,biomarker,tibia bone lead,disease,cardiac conduction,QT prolongation,prospective cohort study,success
2011 - prospective cohort study of lead exposure and electrocardiographic conduction disturbances in the department of.pdf,Prospective Cohort Study of Lead Exposure and Electrocardiographic Conduction Disturbances in the Department of Veterans Affairs Normative Aging Study,chemical,biomarker,tibia bone lead,disease,cardiac conduction,JT prolongation,prospective cohort study,success
2011 - prospective cohort study of lead exposure and electrocardiographic conduction disturbances in the department of.pdf,Prospective Cohort Study of Lead Exposure and Electrocardiographic Conduction Disturbances in the Department of Veterans Affairs Normative Aging Study,chemical,biomarker,tibia bone lead,disease,cardiac conduction,intraventricular conduction defect (IVCD),prospective cohort study,success
2011 - prospective cohort study of lead exposure and electrocardiographic conduction disturbances in the department of.pdf,Prospective Cohort Study of Lead Exposure and Electrocardiographic Conduction Disturbances in the Department of Veterans Affairs Normative Aging Study,chemical,biomarker,tibia bone lead,disease,cardiac conduction,atrioventricular conduction defect (AVCD),prospective cohort study,success
2011 - prospective cohort study of lead exposure and electrocardiographic conduction disturbances in the department of.pdf,Prospective Cohort Study of Lead Exposure and Electrocardiographic Conduction Disturbances in the Department of Veterans Affairs Normative Aging Study,chemical,biomarker,tibia bone lead,disease,cardiac conduction,arrhythmia,prospective cohort study,success
2011 - prospective cohort study of lead exposure and electrocardiographic conduction disturbances in the department of.pdf,Prospective Cohort Study of Lead Exposure and Electrocardiographic Conduction Disturbances in the Department of Veterans Affairs Normative Aging Study,chemical,biomarker,patella bone lead,disease,cardiac conduction,QTc interval,prospective cohort study,success
2011 - prospective cohort study of lead exposure and electrocardiographic conduction disturbances in the department of.pdf,Prospective Cohort Study of Lead Exposure and Electrocardiographic Conduction Disturbances in the Department of Veterans Affairs Normative Aging Study,chemical,biomarker,patella bone lead,disease,cardiac conduction,QRSc duration,prospective cohort study,success
2011 - prospective cohort study of lead exposure and electrocardiographic conduction disturbances in the department of.pdf,Prospective Cohort Study of Lead Exposure and Electrocardiographic Conduction Disturbances in the Department of Veterans Affairs Normative Aging Study,chemical,biomarker,patella bone lead,disease,cardiac conduction,JTc interval,prospective cohort study,success
